,bathrooms,bedrooms,latitude,listing_id,longitude,price,created,building_id,description,display_address,features,manager_id,street_address,interest_level
103291,1,0,40.7724,6814422,-73.9544,1800,4,de95cef75a4be3605b4cfd7379272a7d,***UES 78th and 2nd 1st fl walk up recently renovated building. Spacious Studio newly renovated half fridge new bathroom southern exposure***Unbeatable price****CAll/Txt/Email Bobby Florian kagglemanager@renthop.com Bond New York is a real estate broker that supports equal housing opportunity.<a website_redacted ,E 78 Street,[Loft Cats Allowed],52f2411b963a2fa9aa70b1451258781a,317 E 78 Street,low
103293,1,1,40.7679,6849834,-73.9546,2400,4,68ff447ede4999879c8bdec73ffdd02f,ABSOLUTELY BEAUTIFUL 1 BEDROOM 1 MARBLE TILED BATHROOM LARGE GRANITE KITCHEN ALL STAINLESS STEEL APPLIANCES DAZZLING CABINET FINISH EXPOSED BRICK LARGE CLOSET SPACE HARDWOOD FLOORS **LOW FEE UNIT**Call Perry to arrange showing at 810-488-3008 or email kagglemanager@renthop.com<a website_redacted ,E 73rd St,[Laundry in Building Dishwasher Hardwood Floors No Fee],eb5a6c4c2eb6f3e2a085c477afd5a815,416 E 73rd St,low
103296,1,1,40.8243,6897760,-73.9438,1895,4,0,NO FEE!!! This queen one bedroom apartment is located in West Harlem. The apartment is located in an elevator building. The apartment features a spacious living area a renovated kitchen with modern appliances and a full bathroom with modern fixtures. Guarantors are welcomed. Lets make this beauty your next home! No pets. ,Edgecombe Avenue,[Pre-War No Fee],8b53ccf4338806ab1be3dd0267711649,267 Edgecombe Avenue,low
103297,1,2,40.7079,6897204,-74.0145,3500,4,11e1dec9d14b1a9e528386a2504b3afc,*NO FEE**IIMMEDIATE OCCUPANCY**Spacious one bedroom / 1 bath flex (2 Bedroom / 1 Bath etc.) located in Downtown Financial District. Enjoy the convenience of the amenities on site and premier resident services including concierge and valet mind blowing views from the priceless rooftop lounge with outdoor terrace and take advantage of professionally-designed fitness center . Apartment features great design and thoughtful finishes such as hardwood flooring custom countertops with backsplash a top-of-the-line cook top and convection oven and an elegant paneled refrigerator. Enjoy oversized windows as well as the convenience of a washer and dryer.Take a leisurely stroll through the South Street Seaport. Enjoy an outdoor brunch on historic Stone Street. Kick-back on the grass in Battery Park. However you enjoy spending your time FiDi offers some of the best dining shopping parks schools and recreation New York has to offer. FiDi has it all -- including the most public transportation options in Manhattan.12 subway lines buses ferries and taxis will take you where you need to go.Dishwasher 24hr Doorman Concierge Valet Elevator Garage Fitness Center Entertainment Lounge Laundry Room Outdoor Terrace, west st. ,[Common Outdoor Space Cats Allowed Private Outdoor Space Dogs Allowed Parking Space No Fee Doorman Elevator Fitness Center Laundry In Building],43fd90ca9d06dd61aa8f985e61f9a0c0,1 west st. ,low
103298,1.5,4,40.7652,6889503,-73.9897,5750,4,0,Newly renovated HUGE 4 bedroom duplex apartment in the heart of Hell's Kitchen. Fully appointed EAT IN kitchen with granite counters and stainless steel appliances including dishwasher microwave and wine fridge. Tons of closets private balcony and a TREMENDOUS PRIVATE YARD offer plenty of storage and entertaining options. This apartment also features hardwood floors throughout and laundry IN UNIT.Clean and well maintained building in the heart of Hell's Kitchen.Work on your culinary skills by shopping for ingredients at Sonny's Meat Market. If your dish doesn't turn out as planned you can always head over to the nearby Renaissance Restaurant one of the best 24 hour diners in the city. Grab a craft beer at Valhalla and dessert at Holey Cream a new local donut and ice cream shop. Don't forget to check out Glitz and Glory for an amazing collection of costume and estate jewelry.I know how important your lifestyle is in choosing a place to live. I specialize in the West Side but I have access to everything on the market. Instead of just looking for an apartment let me help you find a place you can truly call home.-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct it is presented subject to errors omissions changes or withdrawal without notice. Miron Properties is a licensed Real Estate Broker. www.MironProperties.com<a website_redacted ,W 52nd St.,[Balcony Garden/Patio Laundry in Unit Dishwasher Hardwood Floors No Fee Outdoor Space Dogs Allowed Cats Allowed],220d269dbafc05b4b947ce67aae0a65e,434 W 52nd St.,low
103302,1,2,40.7583,6939502,-73.9908,2795,4,616ffb4847cf6ded5baad941aad2bcdc,This Large two bedroom has been recently GUT renovated. Be the first to live in this unit after renovations. Located in Hells Kitchen in the low 40s between 8th and 9th avenue makes this an ideal location which is close to all the major subway lines grocery stores and restaurants. The unit features open kitchen layout with a living room that will fit a small sectional couch coffee table and entertainment area. Each bedroom has exposed brick and can fit a queen sized bed. Please contact Danny to schedule a viewing. **note that the unit is still under renovations and the photos used are of a similar unit.* ,West 43rd Street,[Pre-War Dogs Allowed Cats Allowed],080f2d3a4c69ae47a4d908ec5eea0d1f,330 West 43rd Street,low
103303,4,4,40.7856,6946119,-73.9547,21000,4,fc4ca2fbe44c1eb933694c4463130ea6,Spectacular 4 bedroom with sweeping views of theCentral Park the Reservoir and the GW Bridge. The apartmentfeatures a double-size living room/ dining rom and chefs eat-inkitchen with island cooktop. A separate bedroom wing contains 4generously sized bedrooms and bathrooms including a fabulouscorner master with dramatic oversized wrap windows and soaringviews. Elegant Carnegie Hill Tower is located between Madison andPark Ave. There is a friendly efficient staff including conciergeand doorman a 24/7 garage landscaped roof terrace exercise roomand bike room.,40 East 94th Street,[Garage View Doorman Elevator Cats Allowed Dogs Allowed],7d3e880a8e529986fa1e53e6fc58f1d4,40 East 94th Street,low
103304,1,1,40.7338,6822714,-73.9989,3350,4,0,New on the Market! One Bedroom apartment in the Heart of NYC! This one bedroom features stainless steel appliances and hardwood floors throughout! Prime location to nightlife transportation fashionable shopping and fine dining! ,West 9th Street,[Pre-War Dogs Allowed Cats Allowed],1a79c79b0366512deaa5053ae501964b,64 West 9th Street,low
103305,1,0,40.7806,6913305,-73.9545,2600,4,a73f477b0ac39d8c1f975efea5890bbb,Terrific large studio facing east. Large renovated kitchen with stainless steel appliances .The apartment has three large closets faces south and east with open city views. Fantastic white glove doorman building with laundry gym roof deck and garage. This is a great apartment in one of the top rental buildings close to the Express train crosstown bus and all the stores on 86th Street.Amazing places to shop and enjoy with friends! close to Central Park and much more..Contact Chris to set up an appointment (170-304-7893 or kagglemanager@renthop.com<a website_redacted ,East 88th Street,[Balcony Doorman Elevator Dishwasher Hardwood Floors No Fee Outdoor Space],cb87dadbca78fad02b388dc9e8f25a5b,160 East 88th Street,low
103309,1,1,40.7396,6857684,-73.9815,2800,4,fb377bcb3010127d6bf0747e55a15f70,features a washer & dryer marble bathroom and granite kitchen with dishwasher wide plank wood floors and exposed brick walls.1 beds / 1 bath NO FEE! Dishwasher Washer/Dryer pet friendly...Available for a limited time only! NO WORRIES! For Viewing Please Contact: Julie Merchant (899-758-5455 ANY TIME ANY DAY! kagglemanager@renthop.com<a website_redacted ,E 25 St.,[Dining Room Pre-War Laundry in Building Laundry in Unit Dishwasher Hardwood Floors No Fee Dogs Allowed Cats Allowed],23869bdcccdc74cb89cdbb91dabded3b,212 E 25 St.,low
10331,1,1,40.7477,7116929,-73.9757,2295,6,0a0649cadd4be9785a6d0597150155c2,This AMAZING TRUE 1 Bedroom HOME is Newly Renovated & Features: Hardwood Floors High Ceilings Renovated Kitchen Renovated Bathroom.Steps to Major Transportation Bars Restaurants Nightlife Grand Central Station Gramercy Park Midtown East & Much More...,East 38th Street & 2nd Avenue,[Cats Allowed Dogs Allowed No Fee],3b630ec9cb6eee53b92cfac7f42e3bf4,210 East 38th Street,high
103310,1,0,40.7656,6864680,-73.9905,2100,4,e482d728d02f2eccf995c09a12cdbeb5,Quiet and safe Treeline block elevator laundry super in this low rise residential building. enjoying neighborhood restaurants bar deli grocery park Hudson River Closed to crosstown busaccess to trains.Tiled full size bathroom open through tile kitchen full appliances dishwasher plenty cabinetry. hardwood floor through out walk in closet mix dinning and living with double pane window.Call for immediate viewing: Wei Yang 449-593-7152 kagglemanager@renthop.com<a website_redacted ,W 52 St.,[Elevator Laundry in Building Dishwasher Hardwood Floors Outdoor Space Dogs Allowed Cats Allowed],0809e409300e8e24184fcd6161434204,458 W 52 St.,low
103313,4,6,40.7701,6847819,-73.955,10000,4,8d83f6be6675419b19a6fc29a6ce6cee,WOW NO FEE Gut Renovated Large 6 Bedroom with 4 Full Bathrooms and Washer & Dryer in Unit!Queen Size BedroomsEbony Hardwood FloorsRecessed LightingCarrara Marble Counter-topsBrand New Stainless Steel AppliancesEspresso cabinetsCrown and Baseboard Moldings4 Full Luxury Bathrooms w/ intricate mosaic tile-workThis apartment features an in-unit Premium Bosch Washer & Dryer!<a website_redacted ,East 75th Street,[Laundry in Unit Hardwood Floors No Fee],4f9f02a5f10d333d04783fe89a839ca8,339 East 75th Street,low
103318,1,0,40.7262,6850701,-74.0037,2650,4,0,Fantastic charming studio apartment in amazing downtown location!! Don't miss out on a great deal! The apartment features lots of light and ample storage space. Apartment features:-Hardwood floors-Lots of natural light - Stainless steal appliances- Two large hall closetsNeighborhood features:- Black Tap Burgers- Walking distance to the 1 C E N Q and R-Great restaurants and bars ,Sixth Avenue,[Dogs Allowed Cats Allowed],0d16d096ef1256ba3fdd6df87f8e98fe,202 Sixth Avenue,low
10332,1,0,40.751,7169821,-73.9703,2150,6,56838bf2f7cd5a935a859222806218eb,Intriguing studio unit along the East side of ManhattanGreat layout with ALL usable space and great sunlight!!Tons of closet space and hardwood floors.Located in a full service luxury high rise building with all the imaginable bells and whistles.This unit is a gem and should be seen as quickly as possible.SCHEDULE A VIEWING TODAY!800-600-5181 / kagglemanager@renthop.com JASON MIRCHIN LICENSED R.E.ASSOCIATE BROKER*The broker commission on this unit has been reduced to reflect a LOW FEE<a website_redacted ,E 44th St,[Doorman Elevator Loft Laundry in Building Hardwood Floors No Fee],62d134df24469cbf5509ec6b71096cf2,307 E 44th St,high
103320,1,1,40.7681,6943104,-73.9664,4000,4,72430a9d53b98472d745a58f03cc8313,?Fully furnished living and dining spaces?Comfortable queen size bed?Queen size pull out sleeper sofa?Large built in closets?Dining table and chairs?Modern marble and granite full bathrooms?Large windows allow natural light??Open plan stainless steel and granite kitchens?Electric Cooktop and Convection oven?Silverware and dishware?Video intercom Entry system ?Large flat screen TV?Cordless phone with answering machineAmenities ?Heat and Air Conditioning?Complimentary wireless high speed internet?Complimentary basic cable service?Telephonecall David 171-725-9903<a website_redacted ,East 67,[Furnished Laundry in Building High Speed Internet Dishwasher],aa9e353a6b43b125cbc89cb751090a9e,73 East 67,low
103321,1,0,40.7338,6862791,-73.9865,2700,4,395e70228690e663af80133332118d9c,Bright 1 bedroom studio in the heart of Gramercy! Great price point.Building has a full time doorman elevator. Very spacious studio apartment with renovated hardwood floors and a great paint finish! Apartment is super bright due to large windows.There is a large closet space for storage.Kitchen features stainless steel appliances.Great neighborhood filled with restaurants and shops. Access to washer dryer in the building.Walking distance to 4 5 6 N Q R L train! Please call Lan from for a showing of this unit or access to others your are interested in. ,East 15th Street,[Doorman Dogs Allowed Cats Allowed],f61b82ca57be7e33219f4ec8de68555c,200 East 15th Street,medium
103322,1,0,40.7773,6818591,-73.9476,1675,4,4061ec2757da8364511b41c3ea9dfcd9,For immediate access call Bryan.Bond New York is a real estate broker that supports equal housing opportunity.<a website_redacted ,E 87 Street,[Loft Hardwood Floors],41735645e0f8f13993c42894023f8e58,419 E 87 Street,medium
103326,2,4,40.7454,6895354,-73.9845,5945,4,205f95d4a78f1f3befda48b89edc9669,LUXURY!!!!***LUXURY!!!!***LUXURY!!!!***LUXURY!!!!***LUXURY!!!!***LUXURY!!!!*** BRAND NEW RENOVATED BUILDING WITH 24 HOUR DOORMAN LOCATED ON MADISON AVENUE IN PRIME MURRAY HILL NEIGHBORHOOD. SUPER HIGH CEILINGS PAIRED WITH EXTRA LARGE WINDOWS WHICH BRINGS IN TONS OF NATURAL LIGHT. EXTRAVAGANT MARBLE COUNTER TOPS IN THE KITCHEN AND CROWN MOLDING THROUGHOUT THE APARTMENT. HUGE FLEX 4 BEDROOM APARTMENT WITH 2 BEAUTIFULLY RENOVATED BATHROOMS. PERFECT LIVING ROOM FOR ENTERTAINING. NEAR ALL POPULAR BARS AND RESTAURANTS IN MURRAY HILL.*****THIS IS TRULY AN AMAZING DEAL. DO NOT LET THIS PASS YOU BY*** LOW FEE APARTMENT***FOR A PRIVATE VIEWING PLEASE CALL/TEXT OR EMAIL Meyer Ovadia: (753-396-6626) kagglemanager@renthop.com***rent shown is based on the net effective priced and is subject to change due to availability<a website_redacted ,Madison Avenue,[Dining Room Doorman Elevator Dishwasher No Fee],537e06890f6a86dbb70c187db5be4d55,121 Madison Avenue,medium
103331,1,3,40.7316,6882814,-73.9839,4200,4,04bfd6f28be788e8c9ff61deb8f39f6c,LUXURY AMENITIES: -GYM-Concierge Service-Elevator -Laundry-Lounge with FREE Wi-Fi -Complementary Bike Storage -Storage Room-Parking-Garage -Pets friendlyAPARTMENT FEATURES: -Bright rooms-Living room with dining area-Large convertible 3br-Suitable for 3 king size beds-Granite kitchen -Dishwasher -Air Conditioning-Walk-in Closets-Included Utilities-Complete RenovationSelect vacant units with No Fee.Appointments contact: Alex.,E 14th St.,[Common Outdoor Space Cats Allowed Dogs Allowed Parking Space No Fee Doorman Elevator Fitness Center Laundry In Building Dishwasher],8365f1154ced533439de202ebada41e2,328 E 14th St.,high
103337,1,0,40.7656,6926302,-73.9256,1800,4,8f56edc287bbd2805c7ee32fe6b7e0d6,**SPACIOUS STUDIO/ JUNIOR 1-BR (SEPARATE SLEEPING AREA)****LESS THAN 5 MIN WALK TO 30th AVE**ACTUAL APARTMENT PHOTOS!- Open Plan Living Room &amp; Kitchen- Separate Queen Size Room w/ Closets (Sleeping Area)- Renovated Kitchen w/ Dark Wood Cabients + Stove &amp; Refrigerator - White Subway Tiled Windowed Bathroom- Additional Storage Space- Hardwood Floors- Laundry in Building- Live-In Super- Heat &amp; Hot Water Included**Steps to 30th Ave Train Stop- N &amp; Q- 15 mins to midtown**Near to all: cafes restaurants supermarkets pharmacy &amp; so much more!Contact Victoria for further info &amp; to schedule a showing!(131-831-2308 kagglemanager@renthop.com,31st Avenue,[],dcf224ace19a395ea44882d62036c76b,25-21 31st Avenue,medium
103342,2,2,40.7647,6919657,-73.959,4295,4,8a8b08e08888819a3e745005a8cd0408,* Large Upper East Side 2 Bedroom/2 Bath East 67th St & 3rd Ave * Spacious Living Room large enough to include Dining Area. Stainless Steel Windowed Kitchen with Maple Wood Cabinetry Microwave and Dishwasher. King Size Master Bedroom. 2 Classic Subway Tile Baths. Great Natural Light Throughout. Beautiful Hardwood Floors. Tremendous Closet Space all customized. Central Air and Heating Units in each room. I Cat Permitted (No Dogs). No Walls Added.Full Service Building with Doorman Elevator Laundry In Building Live-In Super Package Room. In the heart of the Upper East Side this neighborhood has abundant shopping dining and major supermarkets. Near Central Park UES Museums and everything else the UES/Midtown East area has to offer. Nearby transportation includes Subways 4 5 6 and all local buses. For a viewing please call or text MARK GIORDANO at (052-515-4541 or email kagglemanager@renthop.com<a website_redacted ,E 67th St.,[Doorman Elevator Pre-War Laundry in Building],0000abd7518b94c35a90d64b56fbf3e6,342 E 67th St.,medium
103348,2,3,40.7487,6839813,-73.9901,5900,4,5443e4c4f6eef3e2b17e22f9f6d32165,Green NYC luxury 410 unit building in Midtown West with unparalleled views. The building's amenities include: energystar appliances valet service building-wide water and air filtration individual-room programmable thermostats pet friendly up to 45 pounds (max 2 pets) WiFi available water-conserving fixtures energy-efficient lighting floor-to-ceiling Low-E windows two furnished landscaped outdoor terraces with BBQ Grill 24/7 concierge-attended lobby indoor basketball court 3900-sq.-ft. state-of-the-art fitness center with low-impact flooring constructed on a spring-based platform parking garage and bicycle storage available for additional fees.ENTERING IN THIS OVER SIZED CHARMING 3 BED (FLEX)/ 2 BATH YOU INSTANTLY GET A FEELING OF HOME. THIS HIGH CEILING NEWLY RENOVATED UNIT IS BEAUTIFULLY FILLED WITH SUNLIGHT. THE HANDSOME HARDWOOD FLOORS ARE WELCOMED BY THE OUTRAGEOUSLY GORGEOUS NEW KITCHEN PACKED WITH ALL STAINLESS STEEL APPLIANCES AND GRANITE COUNTERTOPS. LARGE AMOUNTS OF BEAUTIFULLY DESIGNED CABINET SPACE WILL ALLOW ANY CHEF TO STORE ALL THEIR TOYS. THE GRANITE TILED SLEEK BATHROOMS ARE COMPLIMENTED BY THE VERY MODERN FIXTURES AND VERY ATTRACTIVE SINKS. THE CHARM GOES ON IN THIS OUTSTANDING UNIT WITH CLOSET SPACE THAT ALL NEW YORKERS ONLY DREAM ABOUT.TO VIEW & MAKE THIS YOUR HOME PLEASE CONTACT:Richard Caswell(M) 312-743-6548(E) kagglemanager@renthop.com<a website_redacted ,West 31st Street,[Dining Room Doorman Elevator Fitness Center Garden/Patio Laundry in Building Laundry in Unit Dishwasher Hardwood Floors No Fee Outdoor Space],0a6b369f66e4abdf447ed4b3a8e02630,125 West 31st Street,medium
103349,1,0,40.7073,6835919,-73.9664,2650,4,667d42b4651d26307c3f103a32cdb309,Williamsburg Loft with balcony ! Gut renovated..Dishwasher... ***JMZ at Marcy***Located on Division Ave between Berry and Wythe ave. Only 1 block to the waterfront and a 5 minute walk to the JM Z at Marcy.New to market Studio Lofts Featuring:Central air/heatSuper high celiingsBrand new kitchens with stainless steel appliancesDishwasherBalconyHardwood floorsSubways and FerriesCall / Text / Email to book a showingClick Here to View Listing Details ,63a Division Avenue,[Dogs Allowed Cats Allowed],ed2e84f02bff1b05d7629b49598c0ffe,63a Division Avenue,low
103350,2,2,40.7468,6866828,-73.9903,7485,4,abe38f14b2bef7277160e93b51badc6e, ,West 29th Street,[Fitness Center Cats Allowed Dogs Allowed],c55f41447269371b42b287c8dadc0479,105 West 29th Street,low
103352,1,2,40.7902,6848633,-73.9677,4000,4,0aa1e10d1f77ce334a02ecd84558f439,Exquisite UWS 2 bed with condo finishes and washer/dryer. Also with your private balcony. Custom Designed Kitchen Professional Grade & Energy Efficient Appliances Custom Built-Out California Closets Wide-Plank Herrigbone Floors Washer Dryer Marble tiled Bathrooms Moen Faucets & Showerhead Outdoor Space Online Bill pay & Maintenance RequestsBordered by two of the city?s most iconic parks Central and Riverside the Upper West Side combines a residential environment with cosmopolitan living a pairing not often found in Manhattan?s other neighborhoods. Two unmistakable landmarks bracket the Upper West Side: the Cathedral of St. John the Divine to the north and Columbus Circle to the south. In between residents will find some of the most enjoyable and convenient living anywhere in the city. Side streets feature beautiful brownstones and quaint local hidden gems. Popular shops and restaurants line Columbus and Amsterdam Avenue while lovers of the performance arts will appreciate Lincoln Centers convenient location right off Broadway. The 1/2/3/A/B/C/D subway lines service the neighborhood leaving residents with just a short walk to any public transportation.For a private viewing please call or text Audrey Blair on 686-401-9307 or email kagglemanager@renthop.comRent net effective based on 2 months free on 26 month lease. Base rent $4450.<a website_redacted ,West 93rd Street,[Doorman Elevator Laundry in Building Dishwasher No Fee Outdoor Space],72f1faabecc254c634629d8b29a30560,50 West 93rd Street,medium
103353,1,1,40.7205,6911278,-73.852,1200,4,2be32862d9f32125876ce46226f10725, One Bedroom Apartment Located In The Heart Of Forest Hills. Features Efficient Kitchen And Bathroom.,Clyde St,[],e6472c7237327dd3903b3d6f6a94515a,68-12 Clyde St,high
103354,1,2,40.769,6938597,-73.9436,3250,4,2c844ae451aa68c1358c2cc4d78cff5e,NO BROKER FEETHIS GORGEOUS 2 BEDROOM HAS 2 MARBLE BATH WITH A KITCHEN THAT HAS CUSTOM CABINETS PLENTY OF GRANITE COUNTER SPACE STATE OF THE ART STAINLESS STEEL GARBAGE DISPOSAL ENERGY EFFICIENT APPLIANCES WASHER/DRYER IN UNIT ENORMOUS WALK IN CLOSET VESTIBULE OR OFFICE AREA HARDWOOD FLOORS THROUGHOUT THE APARTMENT HIGH CEILINGS CONTROLLED HEATING AN AC AMAZING VIEWS OF MANHATTAN.THE RESIDENTS OF THE BUILDING ARE LUCKY ENOUGH TO HAVE A 24 HOUR DOORMAN 2220 SQUARE FOOT FITNESS CENTER CARDIO THEATER HEATED OUT DOOR POOL HEATED OUTDOOR POOL 6 LIGHTED TENNIS COURTS 2 PLAYGROUNDS DRY CLEANER AND LAUNDRY VALET PARKING CLOSE TO TRANSPORTATION PERSONAL AND BIKE STORAGE FREE HAPPY HOUR PARTIESIf you are interested in this apartment you can call or text Joshua at **231-254-0027** or email me at **kagglemanager@renthop.com**<a website_redacted ,Main Street,[Doorman Elevator Fitness Center Garden/Patio Laundry in Building Laundry in Unit Dishwasher Hardwood Floors No Fee Outdoor Space],8ce0dca957ae00f6870a164ead5081f8,888 Main Street,medium
103356,2,3,40.7829,6906907,-73.977,5500,4,42b95340399e40ec9996ce199bea3bf3,Prime Upper West Side location you will find yourself at all you needbars restaurant schools madical centers supermarket banks subway 1BC walking distance to CPW and amrican museum all what you need in one place.Beautiful 3BR (flex) 2 Baths with dining roomyou will find the apartment fully equipped kitchen new microwave and dishwasher all s.s!! lots of storage spaces everything renovated!! beautiful 2 marble baths very spacious and clean huge windows that add wonderful sunlight for the apartment and a beautiful view over the city.To make an appointment and for any question feel free to call Yoni (381-277-2270 kagglemanager@renthop.com<a website_redacted ,W 79 St.,[Dining Room Doorman Elevator Pre-War Laundry in Building Dishwasher Hardwood Floors No Fee Dogs Allowed Cats Allowed],92ef9986d12ec39a35fcb572772e948a,147 W 79 St.,low
103359,2,3,40.7656,6895131,-73.9886,5200,4,a433bb20f3f94e3f3e6700286e351638,**NO FEE** HUGE BEST CONV 3BR/2BA ( BEST EASY CONVERSION LAYOUT) -- tons of Closets -- 24/7 DOORMAN -- FREE 24hr GYM -- AMAZING STAFFS**UNBELIEVABLE furnished ROOF DECK**- steps to bustling Theater District major retailers and some top restaurants -- MODERN RENOVATED CONVERTIBEL 3 BEDROOM 2 BATHROOM APT Granite kitchen ALL STAINLESS STEEL APPLIANCES/DISHWASHER -- Marble bathroom hardwood floor -- Tons of Closet Space -- Net Effective rent for one month free on 13 month lease -- It's not just another apt in the city but YOUR HOME. **Why wait? Schedule now for SHOWING!!**I SPECIALIZE in all NO FEE apartments in the area Feel free to contact me to SCHEDULE AN EXCLUSIVE TOUR FOR YOUR DREAM HOME. Angelus 923-819-6973 kagglemanager@renthop.com<a website_redacted ,West 53rd Street ,[Roof Deck Doorman Elevator Fitness Center Laundry in Building Dishwasher Hardwood Floors No Fee Outdoor Space],08abda736d77d880c4e17fbba5db3985,410 West 53rd Street ,low
10336,1,1,40.8042,7191219,-73.9482,2800,6,0,SWEEPING dramatic full-floor loft space in an historic 100 year old brownstone on Lenox Avenue's 'Restaurant Row'! Featuring:- white-washed exposed brick with original decorative fireplace- original hardwood floors- high 12' ceilings- floor-through for double exposure- archway leading into street-facing sitting/sleeping areaAll just 9 blocks to Central Park 20 minutes walking to Columbia University and just 3 blocks to the EXPRESS 2/3! Located amid the shops restaurants and bars of Lenox Ave!Call/text/email Colin for an ASAP viewing!,185 Lenox Avenue,[Exclusive],f98ea92e6d37fedc7edb6445e07dc46e,185 Lenox Avenue,low
103363,1,1,40.7277,6819460,-73.8154,1650,4,11b1f6a29c88064c60547bb7af89410c,Welcome to Kew Garden Hills QueensCompletely Renovated Kew Garden Hills 1 BedroomPlease contact Yitz Levy for a showing at 283-244-3791*** BETTER THAN 650 CREDIT SCORE *** AND AND AND *** INCOME REQUIREMENT $56K PLUS ***Please contact Yitz Levy for a showing at 283-244-3791Email: kagglemanager@renthop.com<a website_redacted ,72nd Road,[Laundry in Building Hardwood Floors Dogs Allowed Cats Allowed],76f6d0b50ac0b1cf36eebb7e5c8f88ee,150-44 72nd Road,high
103364,1,2,40.7332,6862456,-74.0028,4600,4,f9b0ae0c344b8c6e6fb3f9451ca523c6,, Grove street,[],babf967aeb47132007ac2dd76c204d49,70 grove street,low
103368,1,2,40.7491,6895182,-73.9789,3050,4,adc60175c23f23a9b3cf3899c7cf4842,Beautiful 2 BEDROOM APARTMENT LOCATED IN THE HEART OF MURRAY HILL. Near many great restaurants bars entertainment shopping and major transportation. THIS IS A STEAL AND WILL NOT LAST. Great Location 24 HR DOORMAN SPACIOUS ROOMS TONS OF SUNLIGHT IN HOUSE WASHER/DRYER FACILITY****NO FEEFOR FURTHER INFORMATION AND EXCLUSIVE VIEWING PLEASE CONTACT MEYER OVADIA AT 753-396-6626 OR VIA EMAIL AT kagglemanager@renthop.comNOT WHAT YOU ARE LOOKING FOR? FEEL FREE TO CONTACT ME WITH ANY SPECIAL REQUESTS. I'LL BE MORE THAN HAPPY TO FURTHER ASSIST YOU IN YOUR SEARCH<a website_redacted ,East 38th Street,[Doorman Elevator Laundry in Building Dishwasher No Fee],537e06890f6a86dbb70c187db5be4d55,108 East 38th Street,medium
103369,1,0,40.7677,6823215,-73.9916,2561,4,9c18bf871b97492b96d8ddb800591f1b,EXTRA LUXURY BUILDING INCLUDES!!! located in the hart of Manhattan rising above the Hudson River and just across from newly renovated Clinton Park. markets and restaurants mom-and-pop shops Hudson River Park world-class entertainment. this amazing building also have incredible amenities such as State-of-the-art wellness center and health club with indoor and outdoor swimming pools two outdoor decks with green space for sunbathing bocce courts yoga spinning indoor basketball boxing room outdoor putting green outdoor movie theater and spa facilities. On-site indoor parking available.this studio is absolutely stunning floor to ceiling windows that brings tons of natural light hardwood floors washer and dryer in unit beautiful elegant kitchen with granite counter top stainless steel appliances dishwasher microwaveand amazing water views.must see!!!I COVER ALL THE NO FEE BUILDINGS IN THE AREA!! FEEL FREE TO CONTACT ME FOR FURTHER ASSISTANT!! SHAI GIL 501-606-3449 kagglemanager@renthop.com I'LL BE MORE THEN HAPPY TO ASSIST YOU WITH YOUR SEARCH AND MAKE SURE TO SAVE YOUR SEARCH AS STRESS FREE!<a website_redacted ,W 54 St.,[Swimming Pool Roof Deck Doorman Elevator Fitness Center Loft Laundry in Building Laundry in Unit High Speed Internet Green Building Dishwasher Hardwood Floors New Construction Dogs Allowed Cats Allowed],e6472c7237327dd3903b3d6f6a94515a,550 W 54 St.,low
103371,1,2,40.7786,6878733,-73.9478,2800,4,a3ad7bce8ce799eaf519c9242fb7cdb4,88TH!! LARGE 950 SQF FLEX 2 BED! DM BLG W/ AMAZING LARGE LAYOUT! LUX FULL TIME DOORMAN!!This XL one bedroom EASY FLEX 2!!! 950 SQF!! Ready to be moved into! The apartment features a large entrance foyer and an expansive sun-filled living room. There is a separate full kitchen. The bedroom is off a hallway and is king-size. Best of all there are 5 huge closets throughout the apartment! Located in a doorman building with elevator laundry and garage.Contact Chris to set up an appointment (170-304-7893 or kagglemanager@renthop.com<a website_redacted ,East 89th Street,[Doorman Elevator Pre-War Laundry in Building Dishwasher Hardwood Floors],cb87dadbca78fad02b388dc9e8f25a5b,400 East 89th Street,low
103374,1,0,40.7479,6946259,-73.9739,2550,4,9fc5b7d391cc9c2e36102e496344e29f,Murray Hill is well known for its lounge bar and gourmet restaurant scene which makes it a very popular and desirable place to live. Well known attractions in the area include Grand Central Terminal the Empire State Building and the United Nations. Subway's in the area include the 4 6 7 N Q R B D F and M.This sunny newly renovated studio apartment has tons of closet space a walk-in closet hardwood floors 12 x 12 ceramic tile wraparound with a porcelain countertop a gas stove/oven full sized refrigerator radiator heat and an A/C unit. This pet friendly building has a doorman garage and laundry facility.Do not miss out on this amazing deal! If you should have any questions or would like to schedule an appointment to view the apartment please call Eric at 501-606-3449 or email Eric at: kagglemanager@renthop.com<a website_redacted ,E 39 St.,[Doorman Elevator Laundry in Building High Speed Internet Hardwood Floors Dogs Allowed Cats Allowed],e6472c7237327dd3903b3d6f6a94515a,250 E 39 St.,low
