	bathrooms	bedrooms	building_id	created	description	display_address	features	interest_level	latitude	listing_id	longitude	manager_id	photos	price	street_address
103535	1.0	1	3c4a48bb5dd6f41095a37c1599c88da7	2016-04-11 02:28:53	GORGEOUS 1 BED IN AMAZING INWOOD LOCATION! LARGE 1 BED W/ NEW KTICHEN AND BATH! ELEV BUILDING!!Totally renovated sunny and roomy 1  bedroom in amazing Inwood location.Brand new windowed stainless steel appliances kitchen with bottom freezer refrigerator. Open floor plan to large living area with high ceilings, hardwood floors. Brand new bathroom. Refurbished solid wood doors. Sundrench unit!!Several closets. Elevator building. New laundry room in basement. Video intercom system. Live-in Super & Porter. Pets OKSteps to Ft. Tryon/Cloisters, Inwood Park and Highbridge Park and Pathmark. One block to #1 subway and short walk to A train. Half-hour to Times Square. Eight city tennis courts nearby along with Target, Pathmark and C-Town.<br /><br />For exclusive viewing contact Roy at kagglemanager@renthop.com or call 267-988-8267<br /><br /><br /><br /><p><a  website_redacted 	West 204th Street	[Elevator, Pre-War, Laundry in Building, Hardwood Floors]	high	40.8642	6854826	-73.9215	dd2a2e03e2f73e1113ed3836bf2d9ad7	[https://photos.renthop.com/2/6854826_ada445c1be1988b0b99116d06a266bb0.jpg, https://photos.renthop.com/2/6854826_f550948b4276402ec6ff904e87bec7e3.jpg, https://photos.renthop.com/2/6854826_ce49f77c2afa47f3dfcc9f55fdbd5901.jpg, https://photos.renthop.com/2/6854826_edf9feaa83a1e0110fa365de7648581d.jpg]	1455	570 West 204th Street
103537	1.0	1	91ca846d4a661b964fd0342af808e602	2016-04-13 04:59:48	NO FEE Full Service Building. This highfloor, large one bedroom, is located on the corner affording magnificent city and river views. Nine foot ceiling and rap around windows add to a sense of space and openness.24 Hr Doorman, Fitness Center/Pool, Laundry, Concierge, Private Shuttle Bus To Transit/Shopping.If this apartment is not exactly what you are looking for please send me an email with a description of what you are looking for and I am confident I can find you the apartment that suits your needs within our large database of available NYC apartments! Please Call: 079-777-0601<br /><br /><br /><br /><br /><br /><p><a  website_redacted 	York Ave.	[Swimming Pool, Doorman, Elevator, Laundry in Building, High Speed Internet, Hardwood Floors, No Fee, Dogs Allowed, Cats Allowed]	low	40.7802	6866453	-73.9444	4f9b376a972b863bbfbdcdc8d717fa4e	[https://photos.renthop.com/2/6866453_dafb599e769089d4854eb70dfda5cc60.jpg, https://photos.renthop.com/2/6866453_286ade73ccef857ba2f1993bdfef6319.jpg, https://photos.renthop.com/2/6866453_549936d0c2fda3fc60edc874129bfa89.jpg, https://photos.renthop.com/2/6866453_db0dae9c02e1eb30dd4068ffbccd25ea.jpg, https://photos.renthop.com/2/6866453_0cf5b26d68ab661437a235e708206b9c.jpg, https://photos.renthop.com/2/6866453_011318455a5c01638eb165a1241786dd.jpg]	3295	1775 York Ave.
103539	1.0	1	cb0ecd5356125b546833239efdb154c2	2016-04-04 02:34:30	*** 1 BED_POOL_ GYM_ROOF DECK__FREE AMENITIES _POOL_ GYM_ROOF DECK! ***<br /><br />AMENITIES:Modern LobbyFloor-to-Ceiling WindowsBuilt-In iPod Surround Sound SystemHardwood FlooringIn-Home Washers/DryersGourmet KitchensMarble BathsIndoor Pool6,000sqft Fitness CentersResident's Lounge w/ WiFiLandscaped Sky Garden with Cabanas & BBQ24-hour ConciergeValet ServicesParking GarageSubways Nearby: A, B, C, F, G, M, Q, R, 2, 3, 4, 5<br /><br /><br /><br /><p><a  website_redacted 	 Gold St.	[Swimming Pool, Roof Deck, Doorman, Elevator, Fitness Center, Pre-War, Laundry in Building, Laundry in Unit, High Speed Internet, Hardwood Floors, Wheelchair Access, Outdoor Space, New Construction, Dogs Allowed, Cats Allowed]	low	40.6969	6820514	-73.983	501b52559fd21b32808030a0f4fb1a26	[https://photos.renthop.com/2/6820514_27b7f1c4d8e466e82be85d4731734f29.jpg, https://photos.renthop.com/2/6820514_a8cc4a86ce7199a525cfafef4f920816.jpg, https://photos.renthop.com/2/6820514_2dec3f1e9b09fc409e5f6e6a94c1b63b.jpg, https://photos.renthop.com/2/6820514_997b828653ce2ba2b129163ba55e394e.jpg, https://photos.renthop.com/2/6820514_d4258385fe999eaef5d2edee54910bd2.jpg, https://photos.renthop.com/2/6820514_055e0cbe413c425050aaea5e5d597600.jpg, https://photos.renthop.com/2/6820514_2884579f9a8088b6b84b166000e1ecce.jpg, https://photos.renthop.com/2/6820514_1a86f6d1133ac5d96885ba66167c9b02.jpg, https://photos.renthop.com/2/6820514_224fe768a368ddcf184416195241414f.jpg]	2795	257  Gold St.
103541	1.0	0	78e50c94b33bb1ceeb5f4c8ff7455703	2016-04-14 02:30:40	100% No broker fee plus 1 month free! NEW and Exceptional Midtown West Luxury High-Rise.  24 Hour doorman/concierge with a spacious indoor swimming pool, wi-fi lounge, 15,000 SF state-of-the-art health club and a beautifully landscaped sun terrace with lounging cabanas. Super luxury at its BEST!!<br /><br />Chic and modern Studio with floor to ceiling windows that capture a beautiful view of Manhattan. Fully equipped brand new Kitchen with stainless steel appliances. Large marble tiled bathroom with extra storage space. The flooring is newly laid oak, extra closet space and you will also find a washer and dryer in the unit.<br /><br />Contact: Alexi Email: kagglemanager@renthop.com Cell: 131-300-3721 Call/Text Anytime<br /><br /><p><a  website_redacted 	W 42 St.	[Swimming Pool, Roof Deck, Doorman, Elevator, Fitness Center, Laundry in Building, Laundry in Unit, High Speed Internet, Dishwasher, Hardwood Floors, No Fee, New Construction, Dogs Allowed, Cats Allowed]	low	40.7606	6870455	-73.9994	6a6c75bdb10af785bebd2a09a53fc4c2	[https://photos.renthop.com/2/6870455_798c073ff012528fbc6c9dbed0b85177.jpg, https://photos.renthop.com/2/6870455_d824219e134ec394cce9d1e95ddede53.jpg, https://photos.renthop.com/2/6870455_a9b66dd3b98011e6a2ac2dd3772748a9.jpg, https://photos.renthop.com/2/6870455_4d03f997c544315508a3a6502f431bc8.jpg, https://photos.renthop.com/2/6870455_795029c47d67b61af16426b64156f318.jpg, https://photos.renthop.com/2/6870455_639e8bfec39fb49737e8713a6f0e165b.jpg]	2530	610 W 42 St.
103543	1.0	1	39661b8ce46a8d71461497819f67c279	2016-04-08 06:22:16	This is a spacious, unique north facing apartment with dramatic views of the Empire State and Chrysler buildings as well as the midtown skyline. The entry hallway divides the living room and large bedroom creating a nice separation between both. Abundant closet space and huge window in the kitchen.  Apartment feature floor to ceiling double-paned windows, some with amazing city views, white oak strip floors, 9 foot ceilings, ample closet space, and are pre-wired for high speed internet. Kitchens include honed granite countertops, Moen sinks, GE Profile stainless steel appliances, porcelain tile floors and mosaic tile backsplash. Bathrooms include porcelain tile floors, Luna marble tub surround, and oversized showerheads. The building also has a roof-deck with 360 degree panoramic views. Requirements: We welcome all domestic and international applicants. There is a $75 application fee per person. Corporate leases are case by case.1 month rent and 1 month security due at lease signing. The building is rent stabilized so good credit is a MUST!!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted 	West 31st Street	[Roof Deck, Elevator, Garden/Patio, Laundry in Unit, High Speed Internet, Dishwasher, Hardwood Floors, No Fee, Outdoor Space]	medium	40.7471	6845315	-73.9867	d2bce61e0e0079ebdc8c281e415e045b	[https://photos.renthop.com/2/6845315_4e47361f7afcdc4e03a4b6bd36b6eb9e.jpg, https://photos.renthop.com/2/6845315_7fa287ce0abbf58cb29d4724929eb405.jpg, https://photos.renthop.com/2/6845315_3326324684c67b7a48df9f7db1527d28.jpg, https://photos.renthop.com/2/6845315_a0cab5907ec16aee617b89f5f967adc4.jpg, https://photos.renthop.com/2/6845315_f028bf39063235fc74985d5505ca6509.jpg, https://photos.renthop.com/2/6845315_0f8bc16780316d0c9defec190380a92c.jpg]	3500	9 West 31st Street
103547	1.5	4	0	2016-04-21 05:14:52	"This is the apartment you have been looking for but could not find until now.The minute you enter this apartment your immediate reaction will be ""WOAH""! This is a MASSIVE 4 bed with 1.5 baths with BRAND NEW EVERYTHING. Brand new kitchen appliances including a a dishwasher, 5 burner stove, microwave, new counter tops, new cupboards, new EVERYTHING. This apartment has high ceilings, beautiful hardwood flooring, queen size bedrooms with closets and windows and YOUR OWN WASHER / DRYER in the apartment!*Price is net effective with one month free on a 13 month lease<br /><br /><br /><br />Located in the BEST part of the Lowe East Side. This building is on a quiet block however just a block or two away from all the best neighborhood bars, cafe's and restaurants, like Schiller's Liquor Bar (that place is awesome)<br /><br />Don't sleep on it... Sleep in it. CALL / TEXT / EMAIL me before someone else does.<br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted "	106 Ridge Street	[Laundry in Unit, Dishwasher, Hardwood Floors, No Fee, Dogs Allowed, Cats Allowed]	low	40.7187	6906822	-73.9831	91f8a99bd7c5f2a6d50c04ae3972364d	[https://photos.renthop.com/2/6906822_085ee75514027323890b9a36792c2d5a.jpg, https://photos.renthop.com/2/6906822_ac10ebeee56a02a4514733d3b22236ee.jpg, https://photos.renthop.com/2/6906822_b9a79aacea0d451e2ca852eef0ea6da1.jpg, https://photos.renthop.com/2/6906822_919776bc3b18f7f17ec5591e0259bad4.jpg, https://photos.renthop.com/2/6906822_fcb42c50fd65126129791c5b5f6a1bd0.jpg, https://photos.renthop.com/2/6906822_afd4997115a116369f2d02027b5a76ff.jpg]	6461	106 Ridge Street
103549	1.0	3	0	2016-04-07 03:21:27	MAKE YOUR LIFE EASIER. STICK WITH ONE BROKER.  I CAN SHOW YOU ALMOST ANY APARTMENT IN NYC. IT DOES NOT MATTER WHO LISTED IT.  Call CORBIN 288-602-8618 to set up your kagglemanager@renthop.com:   144th St. and 7th AveTHE APARTMENT:144th Street &amp; 7th Ave *Bright 7 Clean Railroad 3BR Unit*Separate Kitchen*Full Sized Appliances*Spacious Living Area*Closet Space For Each Room*Newly Retiled Bathroom*Refurbished Hardwood Floors *Pets OK *Cable Ready *Access to the A,B,C,D, &amp; 3 Trains THESE ARE REAL PICS OF THE ACTUAL UNITCall CORBIN 288-602-8618 to set up your kagglemanager@renthop.com, SIT BACK, AND FIND YOUR DREAM HOME TODAY!	7th Avenue	[prewar, Dogs Allowed, Cats Allowed, LOWRISE, SIMPLEX, HARDWOOD]	low	40.8212	6838363	-73.9395	0cfc69618cbbe76e0e898013fff30180	[https://photos.renthop.com/2/6838363_e1d01357d2423c9ca7aa1772435a4b3c.jpg, https://photos.renthop.com/2/6838363_64df67629e6927de5c85905b7402b6d0.jpg, https://photos.renthop.com/2/6838363_fa3ed96a98839ff6533d9e3d6d432326.jpg, https://photos.renthop.com/2/6838363_2d0541cfd20d232d0e41bd4e4edf6ce2.jpg]	2250	2484 7th Avenue
103550	2.0	2	a6200d7448037cfee809b2451219f879	2016-04-27 05:48:41	UPON ENTERING THIS ONE OF A KIND 2 BEDROOM 2 BATH ON A HIGH FLOOR OF A LUXURY, WHITE GLOVE BUILDING, YOU WILL ABSOLUTELY LOVE THE SPACE AND CONDO STYLE FINISHES.<br /><br />AVAILABLE IMMEDIATELY - NO BROKER FEE - FULL SERVICE LUXURY BUILDING - WASHER DRYER IN THE APARTMENT<br /><br />THE OVERSIZED WINDOWS BRING IN TONS OF LIGHT THAT FLOOD EVERY CORNER OF THIS APARTMENT. ENJOY COOKING IN YOUR CHEF'S KITCHEN WITH STAINLESS STEEL APPLIANCES.<br /><br />KING SIZE MASTER BEDROOM AND QUEEN SIZE GUEST ROOM. CALL TODAY TO SCHEDULE FOR A VIEWING AT 807-471-6457<p><a  website_redacted 	Liberty St.	[Swimming Pool, Dining Room, Doorman, Elevator, Fitness Center, Pre-War, Laundry in Building, Laundry in Unit, Dishwasher, Hardwood Floors, No Fee, Dogs Allowed, Cats Allowed]	low	40.7074	6932050	-74.0081	92aa3b535f48ec05903a3b7fcdafd411	[https://photos.renthop.com/2/6932050_37044a6a46e60d7d927c5867c5f3c6da.jpg, https://photos.renthop.com/2/6932050_3715efc51c813c73e4cab482e0764c41.jpg, https://photos.renthop.com/2/6932050_743e697f87ea3a5c0a1d1387eca83a34.jpg, https://photos.renthop.com/2/6932050_d312b09211eb445903581fe99c1b455b.jpg, https://photos.renthop.com/2/6932050_a75f430289c19f6d3fc55518f3e8f4a7.jpg]	5795	10 Liberty St.
103552	1.0	1	2a21319016fe50100e0b8ebb5a4f9cf0	2016-04-21 06:42:43	Come Visit This Unique Studio Located In Astor Place. This Unit Features High Ceilings, Full Kitchen, And A Sleeping Loft, So No Need To Waste Meaningful Space With A Bed In Your Living Area. The Building Amenities Include A 24 Hour Doorman, And Laundry Facilities On Each FloorBy Living In Astor Place, You Will Automatically Be Situated Around Numerous Shops, Subway Lines, Quality Restaurants And The Beautiful Washington Square Park<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted 	Astor Pl	[Doorman, Elevator, Pre-War, Laundry in Building, No Fee]	low	40.7301	6908285	-73.9927	d2bce61e0e0079ebdc8c281e415e045b	[https://photos.renthop.com/2/6908285_c292859a7c1acb2ef76767a7614f88a3.jpg, https://photos.renthop.com/2/6908285_0ca4835ca3a57379e4bd8db4e70f79e8.jpg, https://photos.renthop.com/2/6908285_4ee4f8d17292dc2dd342205cf3a2900b.jpg]	3000	1 Astor Pl
103557	1.0	1	2787598123c55dbf45b514958909c79c	2016-04-14 02:58:49	THIS TOWER SHINES TALL AMONGST THE OTHER LUXURY BUILDINGS IN NYC. THESE UNITS HAVE BEEN FINISHED WITH THE ATTENTION TO DETAIL BEAUTIFULLY INTEGRATED KITCHENS WITH TOP-OF-THE-LINE STAINLESS-STEEL APPLIANCES, STUNNING MINIMALIST BATH, AND BOSCH WASHER/DRYERS IN EVERY RESIDENCES ARE JUST SOME OF THE AMENITIES EMBLEMATIC OF THIS BUILDINGS STANDARD OF LIVING...ENTER THE BUILDING THROUGH THE BASALT-PAVED COURTYARD, A TRANQUIL URBAN ENVIRONMENT DESIGNED TO COMFORT THE RESIDENCE WITH A SPACIOUS LANDSCAPED MULTI FUNCTIONAL AREA. FREE STANDING GLASS AND METAL ELEMENTS AND BENCHES ADD TO THIS QUITE PEACEFUL OASIS.THE BUILDING OFFER THE RESIDENCE AN AMENITY PACKAGE FIT FOR ROYALTY. 75FT INDOOR POOL, BACK SET IS THE ELEVATED OUT DOOR TERRACE COMPLETE WITH TABLE, CHAIRS AND BBQ AREA. THE GYM IS OPERATED BY THE BUILDINGS EDUCATED AND FRIENDLY STAFF. OFFERING AEROBIC AND YOGA CLASSES. NO NEED TO RUN OUT FOR THAT FINISHING TOUCH FOR THAT BIG DATE OR BIG DAY AT THE OFFICE. THE BUILDINGS ON-SITE SPA WILL TAKE CARE OF ALL YOUR NEEDS FROM YOUR HAIR TO YOUR TOES...THIS BUILDING IS ONE OF A KIND!STUDIOS, ONE BEDROOMS AND TWO BEDROOMS AVAILABLE.FLEXIBLE MOVE IN DATESCALL ME ANYTIME TO SET UP AN APPOINTMENT.ALL UNITS ARE NO BROKER FEES!!LIZ kagglemanager@renthop.com<br /><br />PLEASE FEEL FREE TO CONTACT ME WITH ANY QUESTIONS ABOUT THIS LISTING AND I WILL TAKE YOU OUT ON A TOUR OF EVERYTHING IN THE AREA.24/7 TEXT MESG OKAY.LIZ kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted 	W 42nd St.	[Swimming Pool, Roof Deck, Doorman, Elevator, Fitness Center, Laundry in Building, Laundry in Unit, High Speed Internet, Dishwasher, Wheelchair Access, No Fee, New Construction, Dogs Allowed, Cats Allowed]	medium	40.761	6870904	-73.999	e6472c7237327dd3903b3d6f6a94515a	[https://photos.renthop.com/2/6870904_c6f90e5af4fc830331eabe9f499e8de6.jpg, https://photos.renthop.com/2/6870904_77c2bc39c802b233c73c4e8908cd698c.jpg, https://photos.renthop.com/2/6870904_8a5138a905ccc5cd4ec51ee01c72c82b.jpg, https://photos.renthop.com/2/6870904_bc04bc3089467a5ad25931c92b414b32.jpg, https://photos.renthop.com/2/6870904_68cb176232947734945c4d9c74708c60.jpg, https://photos.renthop.com/2/6870904_b4ea2e3302ada7fcd1369adb93fbc29d.jpg, https://photos.renthop.com/2/6870904_52ef8a45b85214050bd223c4ee642454.jpg, https://photos.renthop.com/2/6870904_b05f16b477d70953cc60f4cec737f52a.jpg, https://photos.renthop.com/2/6870904_3b86a4faf09eaadda74fb46717cc5eb9.jpg, https://photos.renthop.com/2/6870904_ae6ed556082482623b649485985a4a78.jpg, https://photos.renthop.com/2/6870904_48038115b252df9dc5cc7f9e5c234feb.jpg, https://photos.renthop.com/2/6870904_5e160064c6ecfe368f1b21e50a92ada8.jpg, https://photos.renthop.com/2/6870904_e67660f804b50bc295a2f5936eb72e01.jpg, https://photos.renthop.com/2/6870904_219d0036c5b212895492a2b6347b37fd.jpg, https://photos.renthop.com/2/6870904_ac81fa325ea950f859f9f599719f1020.jpg, https://photos.renthop.com/2/6870904_3ed0e2ace3180d4f496622f12e574f21.jpg]	3471	620 W 42nd St.
10356	1.0	3	c148d02e9f5b780ce588569d185e86e9	2016-06-01 14:41:39	Spacious three bedroom ready for a summer move in!Brand new constructionBeautiful wood floors throughoutAll new stainless appliancesWindows and real closets in each roomCentral air/heatLaundry in buildingFirst and security to move inGuarantors acceptedNO FEE NO BULL	1636 Norman	[Cats Allowed, Dogs Allowed, No Fee, Laundry In Building, Laundry, Central Air]	low	40.6959	7094230	-73.9024	f510c42fc9e8765f19317cf2f84e3114	[https://photos.renthop.com/2/7094230_11672cacdc84d2290f089c9b87264af7.jpg, https://photos.renthop.com/2/7094230_8aada33f7d738e6a31a242f95a362d23.jpg, https://photos.renthop.com/2/7094230_07a5809f68fa44eb59e00200ee2f35da.jpg, https://photos.renthop.com/2/7094230_4a63ed2fbe512f9b582474bd11006c03.jpg, https://photos.renthop.com/2/7094230_cefa6852573c95edb3a15a557726c7c4.jpg, https://photos.renthop.com/2/7094230_e3bd53267a0e401c1768698edc6c58ca.jpg, https://photos.renthop.com/2/7094230_59cea753aa1055c8f2bbe17ae5d953b8.jpg, https://photos.renthop.com/2/7094230_1cca0b3d10d5b1e8ccdd3285528e92d3.jpg]	2850	1636 Norman
103563	1.0	2	e5d36224d93d33ff463196baca09fe77	2016-04-29 06:31:23	5TH ST/ 2 AVE! RENOVATED 2 BEDROOM IN CHARMING PREWAR BROWNSTONE W/ WASHER DRYER IN UNIT AND PRIVATE DECK!Centrally located in the heart of East Village on a quiet tree-lined street, this prewar gem is convenient to all the shopping, bars, restaurants, nightlife, transportation and more. Spacious, bright, renovated TRUE 2 bedroom Penthouse with private deck. This apartment also features all new stainless steel appliances, dishwasher,  microwave, in-unit washer/dryer, oak hardwood floors, exposed brick throughout and and marble tiled bathrooms with new vanities.<br /><br />To view feel free to call email Paul (170-304-7893 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted 	East 5th Street	[Garden/Patio, Loft, Terrace, Laundry in Unit, Dishwasher, Hardwood Floors, No Fee, Outdoor Space]	high	40.7265	6943728	-73.9877	cb87dadbca78fad02b388dc9e8f25a5b	[https://photos.renthop.com/2/6943728_a607c6c5c4d75f2e580dc9b18120766d.jpg, https://photos.renthop.com/2/6943728_605757f42daeaf509b02877e999331d4.jpg, https://photos.renthop.com/2/6943728_93933edfd39243d5b711cdce33d52164.jpg, https://photos.renthop.com/2/6943728_1deb15ebe64beadd2648d6de41f0bf4f.jpg, https://photos.renthop.com/2/6943728_9aeead7dba68e13ab1b6b74be72e37a2.jpg, https://photos.renthop.com/2/6943728_06c9b44156993103a6d4ae34645ffe6c.jpg]	3200	325 East 5th Street
10357	3.5	4	27672509cffbf54c6202b2fc380078ad	2016-06-22 06:48:51	Kitchens: GE Profile 36 Cook-top, Stainless Steel GE Profile Wall Oven, Vented Broan 36 Stainless Steel Hood, Sharp Microwave Drawer, Paneled GE Profile Dishwasher, Paneled Kitchen aid refrigerator, GE Monogram Wine Cooler and Caesarstone counter top. Bathrooms: Beautifully finished with Nublado or Zebrano marble, Caesarstone vanity tops, Kohler fixtures and radiant heated flooring.Interiors: The apartments also come equipped with a Bosch washer dryer, custom wall-to-wall built-in cabinetry, crown molding and window treatments. Wide plank wood flooring throughout. Breathtaking open views from every room including views of the East River. Custom closet options.<br /><br />*Net effective rent based on 14 month lease with 2 month free<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted 	East 86th Street	[Doorman, Laundry in Building, Laundry in Unit, Dishwasher, Hardwood Floors, No Fee]	low	40.7788	7201739	-73.9538	d2bce61e0e0079ebdc8c281e415e045b	[https://photos.renthop.com/2/7201739_3492be0755b6dbd6baae6d9a6aa6c071.jpg, https://photos.renthop.com/2/7201739_279f0a8d386022f561234e79f606c679.jpg, https://photos.renthop.com/2/7201739_f40bf4defee63ea4e80b76aa6c9fac10.jpg, https://photos.renthop.com/2/7201739_c83cfa2c8fdc88c489776c612e3cec63.jpg, https://photos.renthop.com/2/7201739_7c7b7c378dac9628fe9269f5fc349596.jpg, https://photos.renthop.com/2/7201739_adbf2d8de9a4e13f0e647d1b8c627dc5.jpg, https://photos.renthop.com/2/7201739_41db14ccd257b707081183bb1df641ee.jpg, https://photos.renthop.com/2/7201739_e4a05a2daa4b3076bb15cd8878e680af.jpg, https://photos.renthop.com/2/7201739_03f87af78108ca3e838cd46d1fa04e51.jpg]	13500	201 East 86th Street
103571	1.0	0	0	2016-04-10 05:02:20		East 64th Street	[Exclusive]	low	40.7639	6853170	-73.963	62826f3ae01f2ddc93b9cd28c659ab2b	[https://photos.renthop.com/2/6853170_d50751eac2199a5b0b4fe95a23768a86.jpg]	1950	232 East 64th Street
103572	1.0	1	b7eb566cf478a2ca43e3c5940884f659	2016-04-02 06:04:14	Beautiful Luxury one bed in the coveted BK Heights neighborhood!  Steps to trains, cafes, boutiques, and Trader Joe's!!<br /><br />The unit offers a sophisticated yet open, airy layout. Each light-filled private home enjoys double-glazed oversized windows, individually controlled heat and AC, chrome hardware, custom millwork, solid red oak floors, 9? ceilings with soundproof construction, stainless steel kitchens with GE appliances, 30? range with self-clean oven, built-in D/W, Franke sink, custom Shaker maple wood cabinets and granite countertops. Additional amenities include elevator, hi-speed internet access, on-site 40,000sf YMCA which offers swimming pool, full size basketball court and health and fitness center, full-time doorman and laundry on each floor.<br /><br />Amenities:Bike RoomConciergeElevatorGarageGymLive-in SuperOn-site MaintenanceOutdoor Common Decks*Photos depict similar units to show finishes and style<br /><br />View Your New Home!Call Lucy (200-464-9358<p><a  website_redacted 	Court St.	[Roof Deck, Doorman, Elevator, Fitness Center, Laundry in Building, High Speed Internet, Dishwasher, Hardwood Floors, No Fee, New Construction, Dogs Allowed, Cats Allowed]	low	40.69	6816575	-73.9919	2a46aafb5509a067ee3d428cfa1180c1	[https://photos.renthop.com/2/6816575_6906e5ee0c2d2978a9c8a6d77965d2be.jpg, https://photos.renthop.com/2/6816575_09b1653c00f1ec865c44306b87303ee4.jpg, https://photos.renthop.com/2/6816575_f643075291d2fdb35a6533bfbf8327c5.jpg, https://photos.renthop.com/2/6816575_8a328d716e33ac023c8d51058a9de4cb.jpg]	3460	125 Court St.
103575	1.0	1	77f0224dfaa651007ffffe39962f19c6	2016-04-26 10:02:35	Studio w/ MASSIVE Private Outdoor Patio - in doorman building with live in Super. Laundry, Storage, and Garage on site for additional fee, and additional outdoor space with buildings rooftop sundeck for residents quiet enjoyment. Call or email today! 	East 23rd St 	[Common Outdoor Space, Private Outdoor Space, Doorman, Elevator]	medium	40.7372	6927832	-73.9799	aa316c4ec7bdc5f6d921136f3768d1d9	[https://photos.renthop.com/2/6927832_c113888570027fcba90a677ec2462965.jpg, https://photos.renthop.com/2/6927832_b900675361252eb59dcb8b43cdbed730.jpg, https://photos.renthop.com/2/6927832_5e9ad07068312088c4b1bd924d8cfa38.jpg, https://photos.renthop.com/2/6927832_a1a4d64562e3524d26ef38bbf5e2cfcc.jpg, https://photos.renthop.com/2/6927832_620be485671727664e5884f9f2009fec.jpg]	2895	320 East 23rd St 
103576	1.0	1	e482d728d02f2eccf995c09a12cdbeb5	2016-04-27 02:21:43	GREAT DEAL! HUGE FULLY RENOVATED 1 BEDROOM! VERY SUNNY! FULLY EQUIPPED GRANITE OPEN KITCHEN WITH STAINLESS STEEL APPLIANCES! XL BEDROOM - KING SIZE BED AND 2 BIG SIZE DRESSERS WILL FIT EASILY! FULL MARBLE BATH AND LOTS OF CLOSETS!<br /><br />THE BUILDING IS CLEAN AND WELL MAINTAINED! ELEVATOR, LAUNDRY AND A LIVE IN SUPER!<br /><br />LOCATED IN A GREAT LOCATION! QUIET STREET AND BABY STEPS TO THE HUSTLE! THE SUBWAY IS 2 SHORT BLOCKS AWAY!<br /><br />PLEASE TEXT, EMAIL OR CALL ME AT YOUR EARLIEST CONVENIENCE FOR ADDITIONAL QUESTIONS. I'LL BE MORE THAN HAPPY TO HELP!<p><a  website_redacted 	W 52 St.	[Elevator, Laundry in Building, Dishwasher, Hardwood Floors, Dogs Allowed, Cats Allowed]	low	40.7656	6929406	-73.9905	3d61dc38744a7f36140c27520060db59	[https://photos.renthop.com/2/6929406_d9718e6af39f471cfaa6957b1f9fb22c.jpg, https://photos.renthop.com/2/6929406_356dd13abfc17913c0af901d260eb8bb.jpg, https://photos.renthop.com/2/6929406_d9d645ba0a7eb33cadb147a16b56de52.jpg, https://photos.renthop.com/2/6929406_910333835f4533fc734fcf8a34a00a1f.jpg, https://photos.renthop.com/2/6929406_4a35abd5c468ebfad86a841a1c5db6ec.jpg, https://photos.renthop.com/2/6929406_c7e64d11b7495d7e4622d8a82eb9b23c.jpg, https://photos.renthop.com/2/6929406_0d341c0b4f617ed6b88e743e080d7a56.jpg, https://photos.renthop.com/2/6929406_084b6bc5e02b17cb214c9ac12621701f.jpg]	2700	458 W 52 St.
103578	1.0	0	86b119b5206864f4a08b7089f8d2a504	2016-04-10 05:19:37	Brand new Large 2 rooms studio *** Rent Stabilized *** Prime Hell's Kitchen!<br><br>This XL 2 rooms studio features: High ceiling, Hardwood floors, BRAND new marble bathroom, 2 Deco fireplace. Great natural sunlight, BRAND new granite kitchen with Stainless Steel appliances.<br><br>Well maintain walk up building with super on- site.<br>Prime Hell's Kitchen! Close to major transportation (1,C,E,N,Q,R). Best bars and restaurants, Step away to Central Park, Theater District, Herald square and more..<br><br>For more information call, text or email Bar at 223-526-9088	441 West 49th Street	[Exclusive]	low	40.7637	6944068	-73.9911	a73056ff7b0ba7bae5077bf04ff83c91	[https://photos.renthop.com/2/6853647_6723b4ff6fc604c4277b09763851a7fc.jpg, https://photos.renthop.com/2/6853647_b9eb7325ec5b38919c74d39501b05fec.jpg, https://photos.renthop.com/2/6853647_8b5e75f7bfa428479b20b0437e55c79d.jpg, https://photos.renthop.com/2/6853647_93e4d63e152b950241b88647962b28b5.jpg, https://photos.renthop.com/2/6853647_532bebbad413522e8d669f305ff4ce1c.jpg]	2045	441 West 49th Street
103579	1.0	1	0	2016-04-16 01:27:40	 	Woodruff Avenue	[Pre-War, Dogs Allowed, Cats Allowed]	low	40.6533	6880990	-73.9631	508b3b1c8c69b79485175bca9e9a2e78	[]	2200	80 Woodruff Avenue
10358	1.0	3	226cebc5ff287d6f8c9b50417b49e9ef	2016-06-12 05:30:31	        	East 73rd Street	[]	low	40.7699	7146951	-73.9596	319c64e9d5bfc047814bbdf2cfbc437f	[]	4750	208 East 73rd Street
